action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12147328,[],CHEMBL2188004,Inhibition of Plasmodium falciparum dihydrofolate dehydrogenase expressed in Escherichia coli BL21(DE3) using dihydrofolate as substrate by DCIP-based colorimetric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CSc2nc3nc(C)cc(O)n3n2)cc1,,,CHEMBL2177061,J Med Chem,2012,"{'bei': '16.01', 'le': '0.31', 'lle': '1.85', 'sei': '7.24'}",CHEMBL2178514,,CHEMBL2178514,4.58,0,http://www.openphacts.org/units/Nanomolar,1751406,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,26.0
,,12147329,[],CHEMBL2188004,Inhibition of Plasmodium falciparum dihydrofolate dehydrogenase expressed in Escherichia coli BL21(DE3) using dihydrofolate as substrate by DCIP-based colorimetric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(O)n2nc(SCc3cccc(Cl)c3)nc2n1,,,CHEMBL2177061,J Med Chem,2012,"{'bei': '17.12', 'le': '0.36', 'lle': '2.17', 'sei': '8.30'}",CHEMBL2178513,,CHEMBL2178513,5.25,0,http://www.openphacts.org/units/Nanomolar,1751405,=,1,1,=,,IC50,nM,,5600.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,5.6
,,12147330,[],CHEMBL2188004,Inhibition of Plasmodium falciparum dihydrofolate dehydrogenase expressed in Escherichia coli BL21(DE3) using dihydrofolate as substrate by DCIP-based colorimetric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(O)n2nc(SCc3ccccc3Cl)nc2n1,,,CHEMBL2177061,J Med Chem,2012,"{'bei': '14.84', 'le': '0.31', 'lle': '1.47', 'sei': '7.19'}",CHEMBL1599552,,CHEMBL1599552,4.55,0,http://www.openphacts.org/units/Nanomolar,1751404,=,1,1,=,,IC50,nM,,28000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,28.0
,,12147331,[],CHEMBL2188004,Inhibition of Plasmodium falciparum dihydrofolate dehydrogenase expressed in Escherichia coli BL21(DE3) using dihydrofolate as substrate by DCIP-based colorimetric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(O)n2nc(SCc3ccc(Cl)cc3)nc2n1,,,CHEMBL2177061,J Med Chem,2012,"{'bei': '19.56', 'le': '0.41', 'lle': '2.92', 'sei': '9.48'}",CHEMBL1704856,,CHEMBL1704856,6.0,0,http://www.openphacts.org/units/Nanomolar,1751403,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,1.0
,,12421103,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL973,TERIFLUNOMIDE,CHEMBL973,,0,http://www.openphacts.org/units/Nanomolar,1793395,=,1,1,=,,IC50,nM,,190546.07,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.72
,,12421104,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,N#C/C(C(=O)Nc1ccc(C#N)cc1)=C(/O)C1CC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL141195,,CHEMBL141195,,0,http://www.openphacts.org/units/Nanomolar,1793394,=,1,1,=,,IC50,nM,,707945.78,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.15
,,12421105,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL141732,,CHEMBL141732,,0,http://www.openphacts.org/units/Nanomolar,1793393,=,1,1,=,,IC50,nM,,1071519.31,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,2.97
,,12421106,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,N#C/C(C(=O)Nc1ccc([N+](=O)[O-])cc1)=C(/O)C1CC1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL344556,,CHEMBL344556,,0,http://www.openphacts.org/units/Nanomolar,1793392,=,1,1,=,,IC50,nM,,537031.8,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.27
,,12421107,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(NC(=O)/C(C#N)=C(\O)C2CC2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL141040,,CHEMBL141040,,0,http://www.openphacts.org/units/Nanomolar,1793391,=,1,1,=,,IC50,nM,,870963.59,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.06
,,12421108,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1C(=O)O)c1ccc2cc(Br)ccc2c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL199574,,CHEMBL199574,,0,http://www.openphacts.org/units/Nanomolar,1793390,=,1,1,=,,IC50,nM,,141253.75,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.85
,,12421109,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CN(C(=O)c1ccc2cc(Br)ccc2c1)c1ccccc1C(=O)O,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '10.49', 'le': '0.23', 'lle': '-0.55', 'sei': '7.00'}",CHEMBL372561,,CHEMBL372561,4.03,0,http://www.openphacts.org/units/Nanomolar,1793389,=,1,1,=,,IC50,nM,,93325.43,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,4.03
,,12421110,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3045219,Med Chem Res,2011,,CHEMBL370865,,CHEMBL370865,,0,http://www.openphacts.org/units/Nanomolar,1793388,=,1,1,=,,IC50,nM,,154881.66,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,3.81
,,12421111,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,CN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '13.19', 'le': '0.24', 'lle': '0.04', 'sei': '7.59'}",CHEMBL199572,,CHEMBL199572,4.37,0,http://www.openphacts.org/units/Nanomolar,1793387,=,1,1,=,,IC50,nM,,42657.95,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,4.37
,,12421112,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(Cl)cc1)Nc1cccc2cccnc12,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '21.02', 'le': '0.41', 'lle': '1.73', 'sei': '11.59'}",CHEMBL2234192,,CHEMBL2234192,6.26,0,http://www.openphacts.org/units/Nanomolar,1793386,=,1,1,=,,IC50,nM,,549.54,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.26
,,12421113,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1NC(=O)Nc1cccc2ccccc12,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '22.58', 'le': '0.41', 'lle': '2.11', 'sei': '13.11'}",CHEMBL2234191,,CHEMBL2234191,6.6,0,http://www.openphacts.org/units/Nanomolar,1793385,=,1,1,=,,IC50,nM,,251.19,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.6
,,12421114,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1C(F)(F)F)Nc1cccc2ccccc12,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '20.28', 'le': '0.38', 'lle': '1.20', 'sei': '16.29'}",CHEMBL1331783,,CHEMBL1331783,6.7,0,http://www.openphacts.org/units/Nanomolar,1793384,=,1,1,=,,IC50,nM,,199.53,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.7
,,12421115,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2C)c1,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '24.12', 'le': '0.45', 'lle': '3.06', 'sei': '9.03'}",CHEMBL2234190,,CHEMBL2234190,6.52,0,http://www.openphacts.org/units/Nanomolar,1793383,=,1,1,=,,IC50,nM,,302.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.52
,,12421116,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2ccc(Cl)c(Cl)c2)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '20.30', 'le': '0.43', 'lle': '2.14', 'sei': '9.14'}",CHEMBL2234189,,CHEMBL2234189,6.6,0,http://www.openphacts.org/units/Nanomolar,1793382,=,1,1,=,,IC50,nM,,251.19,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.6
,,12421117,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2cccc3ccccc23)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '22.85', 'le': '0.42', 'lle': '2.69', 'sei': '9.69'}",CHEMBL2234188,,CHEMBL2234188,7.0,0,http://www.openphacts.org/units/Nanomolar,1793381,=,1,1,=,,IC50,nM,,100.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,7.0
,,12421118,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2ccc(F)c(F)c2)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '23.34', 'le': '0.44', 'lle': '3.39', 'sei': '9.44'}",CHEMBL2234187,,CHEMBL2234187,6.82,0,http://www.openphacts.org/units/Nanomolar,1793380,=,1,1,=,,IC50,nM,,151.36,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.82
,,12421119,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2cc(Cl)cc(Cl)c2)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '20.97', 'le': '0.44', 'lle': '2.36', 'sei': '9.44'}",CHEMBL217893,,CHEMBL217893,6.82,0,http://www.openphacts.org/units/Nanomolar,1793379,=,1,1,=,,IC50,nM,,151.36,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.82
,,12421120,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2ccc(F)c(Cl)c2)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '22.68', 'le': '0.46', 'lle': '3.05', 'sei': '9.69'}",CHEMBL2234186,,CHEMBL2234186,7.0,0,http://www.openphacts.org/units/Nanomolar,1793378,=,1,1,=,,IC50,nM,,100.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,7.0
,,12421121,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(C(=O)Nc2cccc(Br)c2)cccc1[N+](=O)[O-],,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '20.89', 'le': '0.48', 'lle': '3.08', 'sei': '9.69'}",CHEMBL2234185,,CHEMBL2234185,7.0,0,http://www.openphacts.org/units/Nanomolar,1793377,=,1,1,=,,IC50,nM,,100.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,7.0
,,12421122,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccccc1F)c1ccc2ccccc2c1,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '24.88', 'le': '0.45', 'lle': '2.37', 'sei': '22.68'}",CHEMBL2234184,,CHEMBL2234184,6.6,0,http://www.openphacts.org/units/Nanomolar,1793376,=,1,1,=,,IC50,nM,,251.19,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.6
,,12421123,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(NC(=O)c2ccc3ccccc3c2)c(Cl)c1,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '23.06', 'le': '0.44', 'lle': '1.77', 'sei': '23.44'}",CHEMBL2234183,,CHEMBL2234183,6.82,0,http://www.openphacts.org/units/Nanomolar,1793375,=,1,1,=,,IC50,nM,,151.36,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,6.82
,,12421124,[],CHEMBL3062604,Inhibition of Plasmodium falciparum HIs6-tagged DHODH expressed in Escherichia coli DH5alpha using L-dihydroorotate as substrate by DCIP-based spectrophotometric analysis,B,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1ccc(Cl)cc1Cl)c1ccc2ccccc2c1,,,CHEMBL3045219,Med Chem Res,2011,"{'bei': '22.14', 'le': '0.46', 'lle': '1.60', 'sei': '24.05'}",CHEMBL2234182,,CHEMBL2234182,7.0,0,http://www.openphacts.org/units/Nanomolar,1793374,=,1,1,=,,IC50,nM,,100.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,pIC50,,UO_0000065,,7.0
,,13464424,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '27.27', 'le': '0.49', 'lle': '4.18', 'sei': '13.62'}",CHEMBL475813,,CHEMBL475813,7.51,0,http://www.openphacts.org/units/Nanomolar,1922313,=,1,1,=,,IC50,nM,,31.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.031
,,13464425,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc(C(F)(F)F)cc2)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '21.72', 'le': '0.43', 'lle': '4.36', 'sei': '10.60'}",CHEMBL2431502,,CHEMBL2431502,6.85,0,http://www.openphacts.org/units/Nanomolar,1922338,=,1,1,=,,IC50,nM,,142.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.142
,,13464426,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc(S(F)(F)(F)(F)F)cc2)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '18.15', 'le': '0.39', 'lle': '2.64', 'sei': '10.48'}",CHEMBL2431501,,CHEMBL2431501,6.78,0,http://www.openphacts.org/units/Nanomolar,1922337,=,1,1,=,,IC50,nM,,168.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.168
,,13464427,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc3c(c2)CCC3)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '25.01', 'le': '0.47', 'lle': '5.23', 'sei': '11.12'}",CHEMBL2431500,,CHEMBL2431500,7.19,0,http://www.openphacts.org/units/Nanomolar,1922336,=,1,1,=,,IC50,nM,,65.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.065
,,13464428,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc3c(c2)CCCC3)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '25.70', 'le': '0.48', 'lle': '5.39', 'sei': '11.98'}",CHEMBL2431499,,CHEMBL2431499,7.75,0,http://www.openphacts.org/units/Nanomolar,1922335,=,1,1,=,,IC50,nM,,18.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.018
,,13464429,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2cnc3ccccc3c2)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '23.81', 'le': '0.44', 'lle': '5.08', 'sei': '9.16'}",CHEMBL2431498,,CHEMBL2431498,7.1,0,http://www.openphacts.org/units/Nanomolar,1922334,=,1,1,=,,IC50,nM,,79.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.079
,,13464430,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc(C)c(C)c2)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '22.36', 'le': '0.42', 'lle': '4.07', 'sei': '9.53'}",CHEMBL2431497,,CHEMBL2431497,6.16,0,http://www.openphacts.org/units/Nanomolar,1922333,=,1,1,=,,IC50,nM,,698.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.698
,,13464431,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)C1=C(Nc2ccc3ccccc3c2)OCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '27.65', 'le': '0.51', 'lle': '5.59', 'sei': '12.72'}",CHEMBL2431496,,CHEMBL2431496,8.22,0,http://www.openphacts.org/units/Nanomolar,1922332,=,1,1,=,,IC50,nM,,6.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,0.006
,,13464432,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1CSC(Nc2ccc3ccccc3c2)=C1C(=O)NCC1CC1,,,CHEMBL2429811,J Med Chem,2013,,CHEMBL2431495,,CHEMBL2431495,,0,http://www.openphacts.org/units/Nanomolar,1922331,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,13464433,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1CSC(Nc2ccc3ccccc3c2)=C1C(=O)NC1CC1,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '15.04', 'le': '0.29', 'lle': '1.82', 'sei': '8.38'}",CHEMBL2431494,,CHEMBL2431494,4.88,0,http://www.openphacts.org/units/Nanomolar,1922330,=,1,1,=,,IC50,nM,,13210.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,13.21
,,13464434,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,,,CHEMBL2429811,J Med Chem,2013,,CHEMBL2431493,,CHEMBL2431493,,0,http://www.openphacts.org/units/Nanomolar,1922329,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,13464435,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,,,CHEMBL2429811,J Med Chem,2013,,CHEMBL2431492,,CHEMBL2431492,,0,http://www.openphacts.org/units/Nanomolar,1922328,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,50.0
,,13464436,[],CHEMBL2434280,Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay,B,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,,,CHEMBL2429811,J Med Chem,2013,"{'bei': '15.75', 'le': '0.31', 'lle': '2.00', 'sei': '8.45'}",CHEMBL2431491,,CHEMBL2431491,4.92,0,http://www.openphacts.org/units/Nanomolar,1922327,=,1,1,=,,IC50,nM,,12061.0,CHEMBL3486,Plasmodium falciparum,Dihydroorotate dehydrogenase,5833,,,IC50,uM,UO_0000065,,12.061
